"","Year","State","Type","Measure","Material","Value","Chemical"
"764",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYFLUFENAMID = 555550)","(D)","FUNGICIDE"
"765",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYPRODINIL = 288202)","0.642","FUNGICIDE"
"766",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"767",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DODINE = 44301)","(D)","FUNGICIDE"
"768",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"769",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUDIOXONIL = 71503)","0.428","FUNGICIDE"
"770",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUTOLANIL = 128975)","(D)","FUNGICIDE"
"771",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"772",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FOSETYL-AL = 123301)","(D)","FUNGICIDE"
"773",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"774",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"775",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MONO-POTASSIUM SALT = 76416)","(D)","FUNGICIDE"
"776",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"777",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"778",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"779",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"780",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SULFUR = 77501)","(D)","FUNGICIDE"
"781",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"782",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIOPHANATE-METHYL = 102001)","4.888","FUNGICIDE"
"783",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIRAM = 79801)","10.166","FUNGICIDE"
"784",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"785",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(2,4-D","(D)","HERBICIDE"
"786",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(2,4-D","(D)","HERBICIDE"
"787",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"788",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(GLYPHOSATE POT. SALT = 103613)","(D)","HERBICIDE"
"789",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PARAQUAT = 61601)","(D)","HERBICIDE"
"790",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ABAMECTIN = 122804)","0.184","INSECTICIDE"
"791",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ACETAMIPRID = 99050)","0.127","INSECTICIDE"
"792",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BIFENAZATE = 586)","0.663","INSECTICIDE"
"793",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BIFENTHRIN = 128825)","0.077","INSECTICIDE"
"794",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(BT KURSTAKI ABTS-351 = 6522)","(NA)","INSECTICIDE"
"795",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHLORANTRANILIPROLE = 90100)","0.067","INSECTICIDE"
"796",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYANTRANILIPROLE = 90098)","(D)","INSECTICIDE"
"797",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYFLUMETOFEN = 138831)","(D)","INSECTICIDE"
"798",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CYPERMETHRIN = 109702)","(D)","INSECTICIDE"
"799",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"800",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"801",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(IMIDACLOPRID = 129099)","(D)","INSECTICIDE"
"802",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(MALATHION = 57701)","(D)","INSECTICIDE"
"803",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(METHOXYFENOZIDE = 121027)","(D)","INSECTICIDE"
"804",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(NALED = 34401)","(D)","INSECTICIDE"
"805",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(NOVALURON = 124002)","0.212","INSECTICIDE"
"806",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SPINETORAM = 110007)","0.116","INSECTICIDE"
"807",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"808",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(THIAMETHOXAM = 60109)","0.095","INSECTICIDE"
"809",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"810",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(ALKYL. DIM. BENZ. AM = 69105)","(D)","OTHER"
"811",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(CHLOROPICRIN = 81501)","(D)","OTHER"
"812",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DECYLDIMETHYLOCTYL = 69165)","(D)","OTHER"
"813",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DICHLOROPROPENE = 29001)","(D)","OTHER"
"814",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DIDECYL DIM. AMMON. = 69166)","(D)","OTHER"
"815",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(DIMETHYLDIOCTYL = 69149)","(D)","OTHER"
"816",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(FLUTRIAFOL = 128940)","(D)","OTHER"
"817",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(HYDROGEN PEROXIDE = 595)","(D)","OTHER"
"818",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(PEROXYACETIC ACID = 63201)","(D)","OTHER"
"819",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"820",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR"," ","39","(NITROGEN)"
"821",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR"," ","17","(PHOSPHATE)"
"822",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR"," ","43","(POTASH)"
"823",2019,"FLORIDA","BEARING - APPLICATIONS"," LB / ACRE / YEAR"," ","(D)","(SULFUR)"
"824",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(AZOXYSTROBIN = 128810)","4.8","FUNGICIDE"
"825",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BACILLUS SUBTILIS = 6479)","(D)","FUNGICIDE"
"826",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CAPTAN = 81301)","8","FUNGICIDE"
"827",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(COPPER CHLORIDE HYD. = 23501)","(D)","FUNGICIDE"
"828",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"829",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYFLUFENAMID = 555550)","(D)","FUNGICIDE"
"830",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYPRODINIL = 288202)","2.1","FUNGICIDE"
"831",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"832",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DODINE = 44301)","(D)","FUNGICIDE"
"833",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"834",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUDIOXONIL = 71503)","2.1","FUNGICIDE"
"835",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUTOLANIL = 128975)","(D)","FUNGICIDE"
"836",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"837",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FOSETYL-AL = 123301)","(D)","FUNGICIDE"
"838",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"839",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"840",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MONO-POTASSIUM SALT = 76416)","(D)","FUNGICIDE"
"841",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"842",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"843",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"844",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"845",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(SULFUR = 77501)","(D)","FUNGICIDE"
"846",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"847",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(THIOPHANATE-METHYL = 102001)","3.6","FUNGICIDE"
"848",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(THIRAM = 79801)","5","FUNGICIDE"
"849",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"850",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(2,4-D","(D)","HERBICIDE"
"851",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(2,4-D","(D)","HERBICIDE"
"852",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"853",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(GLYPHOSATE POT. SALT = 103613)","(D)","HERBICIDE"
"854",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PARAQUAT = 61601)","(D)","HERBICIDE"
"855",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ABAMECTIN = 122804)","4.1","INSECTICIDE"
"856",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ACETAMIPRID = 99050)","1.3","INSECTICIDE"
"857",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BIFENAZATE = 586)","4.7","INSECTICIDE"
"858",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BIFENTHRIN = 128825)","1.5","INSECTICIDE"
"859",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(BT KURSTAKI ABTS-351 = 6522)","(D)","INSECTICIDE"
"860",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CHLORANTRANILIPROLE = 90100)","1.2","INSECTICIDE"
"861",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYANTRANILIPROLE = 90098)","(D)","INSECTICIDE"
"862",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYFLUMETOFEN = 138831)","(D)","INSECTICIDE"
"863",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CYPERMETHRIN = 109702)","(D)","INSECTICIDE"
"864",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"865",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"866",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(IMIDACLOPRID = 129099)","(D)","INSECTICIDE"
"867",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(MALATHION = 57701)","(D)","INSECTICIDE"
"868",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(METHOXYFENOZIDE = 121027)","(D)","INSECTICIDE"
"869",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(NALED = 34401)","(D)","INSECTICIDE"
"870",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(NOVALURON = 124002)","3.2","INSECTICIDE"
"871",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(SPINETORAM = 110007)","1.8","INSECTICIDE"
"872",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"873",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(THIAMETHOXAM = 60109)","1.8","INSECTICIDE"
"874",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"875",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(ALKYL. DIM. BENZ. AM = 69105)","(D)","OTHER"
"876",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(CHLOROPICRIN = 81501)","(D)","OTHER"
"877",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DECYLDIMETHYLOCTYL = 69165)","(D)","OTHER"
"878",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DICHLOROPROPENE = 29001)","(D)","OTHER"
"879",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DIDECYL DIM. AMMON. = 69166)","(D)","OTHER"
"880",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(DIMETHYLDIOCTYL = 69149)","(D)","OTHER"
"881",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(FLUTRIAFOL = 128940)","(D)","OTHER"
"882",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(HYDROGEN PEROXIDE = 595)","(D)","OTHER"
"883",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(PEROXYACETIC ACID = 63201)","(D)","OTHER"
"884",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"885",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER"," ","28.7","(NITROGEN)"
"886",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER"," ","18.6","(PHOSPHATE)"
"887",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER"," ","25.2","(POTASH)"
"888",2019,"FLORIDA","BEARING - APPLICATIONS"," NUMBER"," ","(D)","(SULFUR)"
"889",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(AZOXYSTROBIN = 128810)","29","FUNGICIDE"
"890",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(BACILLUS SUBTILIS = 6479)","(D)","FUNGICIDE"
"891",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CAPTAN = 81301)","88","FUNGICIDE"
"892",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(COPPER CHLORIDE HYD. = 23501)","(D)","FUNGICIDE"
"893",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(COPPER HYDROXIDE = 23401)","(D)","FUNGICIDE"
"894",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CYFLUFENAMID = 555550)","(D)","FUNGICIDE"
"895",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CYPRODINIL = 288202)","64","FUNGICIDE"
"896",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DIFENOCONAZOLE = 128847)","(D)","FUNGICIDE"
"897",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DODINE = 44301)","(D)","FUNGICIDE"
"898",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FENHEXAMID = 90209)","(D)","FUNGICIDE"
"899",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUDIOXONIL = 71503)","64","FUNGICIDE"
"900",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUTOLANIL = 128975)","(D)","FUNGICIDE"
"901",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUXAPYROXAD = 138009)","(D)","FUNGICIDE"
"902",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FOSETYL-AL = 123301)","(D)","FUNGICIDE"
"903",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(ISOFETAMID = 270000)","(D)","FUNGICIDE"
"904",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(MEFENOXAM = 113502)","(D)","FUNGICIDE"
"905",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(MONO-POTASSIUM SALT = 76416)","(D)","FUNGICIDE"
"906",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(MYCLOBUTANIL = 128857)","(D)","FUNGICIDE"
"907",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(PENTHIOPYRAD = 90112)","(D)","FUNGICIDE"
"908",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(PYRACLOSTROBIN = 99100)","(D)","FUNGICIDE"
"909",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(PYRIMETHANIL = 288201)","(D)","FUNGICIDE"
"910",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(SULFUR = 77501)","(D)","FUNGICIDE"
"911",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TETRACONAZOLE = 120603)","(D)","FUNGICIDE"
"912",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(THIOPHANATE-METHYL = 102001)","21","FUNGICIDE"
"913",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(THIRAM = 79801)","54","FUNGICIDE"
"914",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","95","FUNGICIDE"
"915",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TRIFLUMIZOLE = 128879)","(D)","FUNGICIDE"
"916",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(2,4-D","(D)","HERBICIDE"
"917",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(2,4-D","(D)","HERBICIDE"
"918",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(GLYPHOSATE ISO. SALT = 103601)","(D)","HERBICIDE"
"919",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(GLYPHOSATE POT. SALT = 103613)","(D)","HERBICIDE"
"920",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(PARAQUAT = 61601)","(D)","HERBICIDE"
"921",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","15","HERBICIDE"
"922",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(ABAMECTIN = 122804)","18","INSECTICIDE"
"923",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(ACETAMIPRID = 99050)","13","INSECTICIDE"
"924",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(BIFENAZATE = 586)","11","INSECTICIDE"
"925",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(BIFENTHRIN = 128825)","35","INSECTICIDE"
"926",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(BT KURSTAKI ABTS-351 = 6522)","(D)","INSECTICIDE"
"927",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CHLORANTRANILIPROLE = 90100)","16","INSECTICIDE"
"928",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CYANTRANILIPROLE = 90098)","(D)","INSECTICIDE"
"929",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CYFLUMETOFEN = 138831)","(D)","INSECTICIDE"
"930",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CYPERMETHRIN = 109702)","(D)","INSECTICIDE"
"931",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FENPYROXIMATE = 129131)","(D)","INSECTICIDE"
"932",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(HEXYTHIAZOX = 128849)","(D)","INSECTICIDE"
"933",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(IMIDACLOPRID = 129099)","(D)","INSECTICIDE"
"934",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(MALATHION = 57701)","(D)","INSECTICIDE"
"935",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(METHOXYFENOZIDE = 121027)","(D)","INSECTICIDE"
"936",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(NALED = 34401)","(D)","INSECTICIDE"
"937",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(NOVALURON = 124002)","46","INSECTICIDE"
"938",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(SPINETORAM = 110007)","55","INSECTICIDE"
"939",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(SPIROMESIFEN = 24875)","(D)","INSECTICIDE"
"940",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(THIAMETHOXAM = 60109)","16","INSECTICIDE"
"941",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","97","INSECTICIDE"
"942",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(ACIBENZOLAR-S-METHYL = 61402)","(D)","OTHER"
"943",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(ALKYL. DIM. BENZ. AM = 69105)","(D)","OTHER"
"944",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(CHLOROPICRIN = 81501)","(D)","OTHER"
"945",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DECYLDIMETHYLOCTYL = 69165)","(D)","OTHER"
"946",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DICHLOROPROPENE = 29001)","(D)","OTHER"
"947",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DIDECYL DIM. AMMON. = 69166)","(D)","OTHER"
"948",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(DIMETHYLDIOCTYL = 69149)","(D)","OTHER"
"949",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(FLUTRIAFOL = 128940)","(D)","OTHER"
"950",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(HYDROGEN PEROXIDE = 595)","(D)","OTHER"
"951",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(PEROXYACETIC ACID = 63201)","(D)","OTHER"
"952",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(REYNOUTRIA SACHALINE = 55809)","(D)","OTHER"
"953",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING","(TOTAL)","17","OTHER"
"954",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING"," ","83","(NITROGEN)"
"955",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING"," ","52","(PHOSPHATE)"
"956",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING"," ","91","(POTASH)"
"957",2019,"FLORIDA","BEARING - TREATED"," PCT OF AREA BEARING"," ","(D)","(SULFUR)"
"958",2019,"FLORIDA","FRESH MARKET - PRODUCTION"," $"," ","(D)",""
"959",2019,"FLORIDA","FRESH MARKET - UTILIZED - PRODUCTION"," CWT"," ","(D)",""
"960",2019,"FLORIDA","NOT SOLD - PRODUCTION"," CWT"," ","0",""
"961",2019,"FLORIDA","PROCESSING - PRODUCTION"," $"," ","(D)",""
"962",2019,"FLORIDA","PROCESSING"," CWT"," ","(D)",""
"963",2019,"FLORIDA","UTILIZED - PRODUCTION"," CWT"," ","2,020,000",""
"964",2019,"OTHER STATES","FRESH MARKET - PRODUCTION"," $"," ","2,265,910,000",""
"965",2019,"OTHER STATES","FRESH MARKET - UTILIZED - PRODUCTION"," CWT"," ","17,530,000",""
"966",2019,"OTHER STATES","PROCESSING - PRODUCTION"," $"," ","262,610,000",""
"967",2019,"OTHER STATES","PROCESSING"," CWT"," ","4,970,000",""
"968",2018,"CALIFORNIA"," ACRES HARVESTED"," "," ","35,300",""
"969",2018,"CALIFORNIA"," ACRES PLANTED"," "," ","35,300",""
"970",2018,"CALIFORNIA"," PRODUCTION"," $"," ","2,086,077,000",""
"971",2018,"CALIFORNIA"," PRODUCTION"," CWT"," ","23,298,000",""
"972",2018,"CALIFORNIA"," YIELD"," CWT / ACRE"," ","660",""
"973",2018,"CALIFORNIA","BEARING - APPLICATIONS"," LB","(AZOXYSTROBIN = 128810)","1,100","FUNGICIDE"
"974",2018,"CALIFORNIA","BEARING - APPLICATIONS"," LB","(BACILLUS AMYLOLIQUEFACIENS MBI 600 = 129082)","(NA)","FUNGICIDE"
"975",2018,"CALIFORNIA","BEARING - APPLICATIONS"," LB","(BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","(NA)","FUNGICIDE"
